epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,20019.7,0.45306,0.36857,1.09974,0.96692,0.98739,0.99413,0.90567,0.4555,0.30741,0.93153,0.001703,0.001703,0.001703
17,21270.1,0.46292,0.37122,1.09964,0.94672,0.98649,0.99182,0.889,0.49525,0.30149,0.97549,0.0016832,0.0016832,0.0016832
18,22516.5,0.452,0.36586,1.09526,0.97721,0.98649,0.99346,0.90662,0.43899,0.2891,0.92336,0.0016634,0.0016634,0.0016634
19,23758.5,0.44643,0.35679,1.09149,0.96285,0.97973,0.99012,0.90568,0.43194,0.30319,0.90684,0.0016436,0.0016436,0.0016436
20,25007,0.44737,0.36088,1.0924,0.97961,0.97973,0.9904,0.90583,0.39932,0.27147,0.90433,0.0016238,0.0016238,0.0016238
21,26240.7,0.44208,0.35637,1.09425,0.98762,0.97297,0.99175,0.90929,0.43868,0.3072,0.94668,0.001604,0.001604,0.001604
22,27460.4,0.45363,0.36643,1.09787,0.97683,0.97973,0.99361,0.89888,0.42859,0.27577,0.93335,0.0015842,0.0015842,0.0015842
23,28690.2,0.4447,0.35278,1.09596,0.97493,0.97973,0.9932,0.9191,0.42604,0.28085,0.902,0.0015644,0.0015644,0.0015644
24,29888.8,0.43789,0.35748,1.09124,0.9781,0.97973,0.99353,0.90074,0.42134,0.2808,0.91286,0.0015446,0.0015446,0.0015446
25,31066.1,0.43618,0.35528,1.09157,0.98972,0.97973,0.99392,0.91474,0.4091,0.27304,0.89001,0.0015248,0.0015248,0.0015248
26,32288.5,0.43197,0.3524,1.08278,0.98511,0.98649,0.99352,0.91615,0.39758,0.27264,0.88002,0.001505,0.001505,0.001505
27,33531.3,0.43563,0.34031,1.08733,0.98638,0.97867,0.99358,0.9223,0.4027,0.27161,0.88972,0.0014852,0.0014852,0.0014852
28,34780,0.43091,0.34864,1.08035,0.9649,0.99324,0.99365,0.91252,0.41404,0.25966,0.90987,0.0014654,0.0014654,0.0014654
29,36024.5,0.42646,0.34912,1.08504,0.97716,0.97973,0.99135,0.92113,0.39307,0.2716,0.88674,0.0014456,0.0014456,0.0014456
30,37272.3,0.42397,0.34192,1.07783,0.98971,0.97297,0.99386,0.9145,0.42232,0.25718,0.91275,0.0014258,0.0014258,0.0014258
31,38510,0.41427,0.34145,1.06954,0.99049,0.97297,0.9926,0.90556,0.44277,0.28459,0.92597,0.001406,0.001406,0.001406
32,39697.9,0.42027,0.33623,1.07617,0.97009,0.98649,0.99359,0.92603,0.40014,0.25003,0.88279,0.0013862,0.0013862,0.0013862
33,40873.7,0.4177,0.33534,1.07881,0.9862,0.96595,0.99259,0.92442,0.39403,0.26439,0.87523,0.0013664,0.0013664,0.0013664
34,42053.7,0.40742,0.32644,1.06644,0.97812,0.98649,0.994,0.92507,0.37054,0.23843,0.84955,0.0013466,0.0013466,0.0013466
35,43276.5,0.41455,0.3364,1.06918,0.98392,0.98649,0.99358,0.91135,0.41454,0.2566,0.88843,0.0013268,0.0013268,0.0013268
36,44522.7,0.41133,0.33106,1.06913,0.99314,0.97877,0.9942,0.92083,0.4033,0.24848,0.88426,0.001307,0.001307,0.001307
37,45760.1,0.41589,0.3344,1.07252,0.97819,0.98649,0.99393,0.92215,0.39704,0.2521,0.87194,0.0012872,0.0012872,0.0012872
38,46951,0.40418,0.32885,1.05978,0.95895,0.99324,0.99257,0.9176,0.42407,0.25644,0.89092,0.0012674,0.0012674,0.0012674
39,48127.2,0.41651,0.33225,1.07204,0.97681,0.99324,0.993,0.91734,0.4003,0.25173,0.89433,0.0012476,0.0012476,0.0012476
40,49312.5,0.41108,0.31804,1.06874,0.95452,0.99269,0.99181,0.92153,0.38967,0.26306,0.86869,0.0012278,0.0012278,0.0012278
41,50485.2,0.40333,0.31949,1.061,0.97982,0.9843,0.99379,0.92964,0.39508,0.24213,0.88464,0.001208,0.001208,0.001208
42,52121.3,0.40318,0.32209,1.06916,0.98209,0.98649,0.99309,0.93007,0.38874,0.25578,0.87369,0.0011882,0.0011882,0.0011882
43,53566,0.40221,0.3202,1.06152,0.9852,0.98649,0.99412,0.92296,0.38245,0.23405,0.8737,0.0011684,0.0011684,0.0011684
44,55009.9,0.41125,0.31938,1.06708,0.98966,0.96622,0.99408,0.91437,0.41091,0.25691,0.88982,0.0011486,0.0011486,0.0011486
45,56588.6,0.40568,0.3216,1.06472,0.99197,0.98649,0.99375,0.91641,0.3953,0.23932,0.88942,0.0011288,0.0011288,0.0011288
46,57945.7,0.39373,0.31349,1.05793,0.9823,0.98649,0.99392,0.93201,0.36758,0.21943,0.8475,0.001109,0.001109,0.001109
47,59522.4,0.38812,0.30563,1.0551,0.99054,0.97973,0.99423,0.92489,0.39805,0.23646,0.88207,0.0010892,0.0010892,0.0010892
48,61166,0.38527,0.30678,1.05095,0.98509,0.98649,0.99357,0.92395,0.38475,0.23954,0.85784,0.0010694,0.0010694,0.0010694
49,62537.9,0.38467,0.31063,1.05223,0.9931,0.97279,0.99396,0.9259,0.37039,0.2287,0.86311,0.0010496,0.0010496,0.0010496
50,63712.7,0.38701,0.29811,1.05105,0.97349,0.99236,0.99413,0.93222,0.37146,0.21994,0.85589,0.0010298,0.0010298,0.0010298
51,64901.4,0.38164,0.30451,1.04741,0.98645,0.98354,0.99413,0.92768,0.38055,0.23148,0.8534,0.00101,0.00101,0.00101
52,66084.2,0.39294,0.31004,1.05488,0.97938,0.96256,0.99291,0.93097,0.37813,0.25409,0.83602,0.0009902,0.0009902,0.0009902
53,67263.2,0.38819,0.3027,1.05335,0.97107,0.97973,0.99283,0.93358,0.36434,0.24005,0.84143,0.0009704,0.0009704,0.0009704
54,68442.6,0.38326,0.30057,1.05069,0.96499,0.98649,0.9934,0.93704,0.35386,0.23026,0.83692,0.0009506,0.0009506,0.0009506
55,69628.5,0.38431,0.30512,1.05077,0.98843,0.97297,0.99383,0.93137,0.37966,0.23804,0.85512,0.0009308,0.0009308,0.0009308
56,70832.2,0.3782,0.29641,1.0452,0.97064,0.97973,0.99288,0.93138,0.3778,0.23953,0.86155,0.000911,0.000911,0.000911
57,72091.9,0.37659,0.2958,1.04254,0.99051,0.97973,0.99401,0.92755,0.37712,0.22448,0.8605,0.0008912,0.0008912,0.0008912
58,73326.1,0.37484,0.29828,1.04085,0.97544,0.98649,0.99367,0.93141,0.37551,0.22518,0.85759,0.0008714,0.0008714,0.0008714
59,74498,0.37579,0.29328,1.0432,0.98708,0.97297,0.99367,0.93468,0.38865,0.22747,0.86466,0.0008516,0.0008516,0.0008516
60,75803.6,0.36943,0.29385,1.0386,0.97998,0.99201,0.99342,0.9209,0.38865,0.24515,0.8661,0.0008318,0.0008318,0.0008318
61,77157.4,0.36593,0.2874,1.03754,0.99319,0.98592,0.99413,0.92141,0.39938,0.23033,0.88003,0.000812,0.000812,0.000812
62,78394,0.36388,0.29445,1.0339,0.99317,0.98245,0.99434,0.92161,0.40967,0.23043,0.89574,0.0007922,0.0007922,0.0007922
63,81770.3,0.3565,0.28703,1.02987,0.98607,0.98649,0.99325,0.92082,0.40854,0.24834,0.91986,0.0007724,0.0007724,0.0007724
64,84097.1,0.36245,0.28708,1.03751,0.96904,0.97973,0.9926,0.91464,0.41115,0.24064,0.89146,0.0007526,0.0007526,0.0007526
65,85310.8,0.35905,0.2855,1.03571,0.97964,0.98649,0.994,0.91784,0.40596,0.24328,0.89064,0.0007328,0.0007328,0.0007328
66,86485.5,0.35331,0.27595,1.03372,0.96606,0.99324,0.99365,0.93133,0.3922,0.24524,0.87878,0.000713,0.000713,0.000713
67,87709.1,0.36188,0.28511,1.03844,0.9785,0.98649,0.99413,0.93381,0.38361,0.22169,0.87313,0.0006932,0.0006932,0.0006932
68,88892,0.35729,0.28026,1.03166,0.97202,0.99324,0.99329,0.92852,0.36279,0.23328,0.86267,0.0006734,0.0006734,0.0006734
69,90081.8,0.35472,0.27744,1.02918,0.98475,0.98649,0.99446,0.93514,0.37913,0.21892,0.86068,0.0006536,0.0006536,0.0006536
70,91294.6,0.35469,0.28172,1.02926,0.98228,0.98649,0.99405,0.9354,0.37367,0.22484,0.85741,0.0006338,0.0006338,0.0006338
71,92529,0.35384,0.27225,1.02552,0.97297,0.99324,0.9942,0.93648,0.3696,0.21074,0.85706,0.000614,0.000614,0.000614
72,93763.2,0.34803,0.26914,1.0282,0.98646,0.9844,0.99415,0.92727,0.37295,0.2237,0.85731,0.0005942,0.0005942,0.0005942
73,96365.8,0.34377,0.27217,1.02657,0.98423,0.98649,0.9938,0.92639,0.38204,0.24758,0.87103,0.0005744,0.0005744,0.0005744
74,97603.1,0.34233,0.27246,1.02504,0.97998,0.99203,0.99446,0.93614,0.36469,0.2148,0.8426,0.0005546,0.0005546,0.0005546
75,98770.1,0.35189,0.27508,1.02929,0.97941,0.98649,0.99375,0.93051,0.37238,0.22923,0.85713,0.0005348,0.0005348,0.0005348
76,99942.7,0.337,0.26613,1.01764,0.98559,0.98649,0.99412,0.9343,0.36733,0.21708,0.85186,0.000515,0.000515,0.000515
77,101114,0.35016,0.27233,1.02636,0.97969,0.98649,0.99385,0.92795,0.37327,0.22592,0.86058,0.0004952,0.0004952,0.0004952
78,102284,0.33159,0.26004,1.01235,0.98744,0.97973,0.99427,0.92966,0.38439,0.23182,0.87098,0.0004754,0.0004754,0.0004754
79,103452,0.33018,0.26056,1.01384,0.98527,0.98649,0.99427,0.93563,0.36602,0.23048,0.84496,0.0004556,0.0004556,0.0004556
80,104731,0.33388,0.25589,1.01599,0.97252,0.98649,0.99374,0.93343,0.37533,0.23923,0.84749,0.0004358,0.0004358,0.0004358
81,106049,0.32535,0.25469,1.01198,0.98646,0.98472,0.99407,0.93268,0.36649,0.22086,0.85528,0.000416,0.000416,0.000416
82,107359,0.33277,0.26024,1.01407,0.98635,0.98649,0.99414,0.92978,0.37557,0.22655,0.85832,0.0003962,0.0003962,0.0003962
83,108556,0.33089,0.25181,1.01207,0.97141,0.98649,0.99373,0.92921,0.37676,0.22128,0.85606,0.0003764,0.0003764,0.0003764
84,109729,0.32941,0.25593,1.01227,0.96922,0.97973,0.99332,0.93138,0.37279,0.21819,0.85537,0.0003566,0.0003566,0.0003566
85,110971,0.32559,0.25792,1.01522,0.97277,0.98649,0.99381,0.92563,0.38076,0.22363,0.85394,0.0003368,0.0003368,0.0003368
86,112292,0.3262,0.24889,1.01335,0.97215,0.98649,0.99372,0.93505,0.36513,0.21752,0.84506,0.000317,0.000317,0.000317
87,113536,0.33039,0.25528,1.01277,0.97901,0.98649,0.99333,0.92998,0.37148,0.21827,0.84293,0.0002972,0.0002972,0.0002972
88,114699,0.31842,0.24564,1.01069,0.97983,0.9845,0.99386,0.92974,0.36745,0.21246,0.83638,0.0002774,0.0002774,0.0002774
89,115897,0.32297,0.24678,1.01354,0.98971,0.97973,0.99406,0.93365,0.35935,0.20725,0.82936,0.0002576,0.0002576,0.0002576
90,117190,0.31766,0.24932,1.00954,0.97961,0.98649,0.9938,0.93385,0.36277,0.21819,0.84004,0.0002378,0.0002378,0.0002378
91,118506,0.24765,0.19962,0.98532,0.99012,0.97297,0.99401,0.92833,0.35685,0.22835,0.85597,0.000218,0.000218,0.000218
92,119825,0.23192,0.17305,0.97194,0.98558,0.97297,0.99363,0.92529,0.3616,0.2225,0.85333,0.0001982,0.0001982,0.0001982
93,120994,0.23615,0.17555,0.97526,0.98465,0.97297,0.99332,0.93438,0.36003,0.22042,0.84506,0.0001784,0.0001784,0.0001784
94,122192,0.23241,0.17418,0.97002,0.98639,0.97955,0.99322,0.93584,0.35319,0.22573,0.82705,0.0001586,0.0001586,0.0001586
95,123390,0.229,0.17013,0.97273,0.97985,0.98549,0.99406,0.92885,0.36469,0.21254,0.84781,0.0001388,0.0001388,0.0001388
96,124580,0.22301,0.16468,0.9655,0.972,0.98649,0.99405,0.93042,0.36672,0.21189,0.85016,0.000119,0.000119,0.000119
97,125745,0.218,0.16009,0.96744,0.9665,0.99324,0.99386,0.93206,0.36799,0.21262,0.85639,9.92e-05,9.92e-05,9.92e-05
98,126910,0.21508,0.1574,0.95522,0.97973,0.97962,0.99365,0.93596,0.35526,0.21104,0.84152,7.94e-05,7.94e-05,7.94e-05
99,128131,0.21881,0.15818,0.96286,0.97935,0.97973,0.99329,0.93227,0.35417,0.20785,0.84019,5.96e-05,5.96e-05,5.96e-05
100,129450,0.21555,0.15883,0.95667,0.97972,0.97941,0.99336,0.93107,0.35565,0.21413,0.84041,3.98e-05,3.98e-05,3.98e-05
