epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
37,112.405,0.11105,0.9,1,0.49794,0.00107288,0.00107288,0.00107288
38,115.245,0.13972,0.9,1,0.39847,0.00105638,0.00105638,0.00105638
39,117.951,0.12562,0.86667,1,0.37107,0.00103987,0.00103987,0.00103987
40,120.79,0.05052,0.85,1,0.3653,0.00102337,0.00102337,0.00102337
41,123.495,0.12202,0.86667,1,0.30724,0.00100687,0.00100687,0.00100687
42,126.431,0.08675,0.88333,1,0.25985,0.000990365,0.000990365,0.000990365
43,129.68,0.14356,0.85,1,0.2927,0.000973861,0.000973861,0.000973861
44,132.561,0.10375,0.85,1,0.31171,0.000957358,0.000957358,0.000957358
45,135.299,0.09603,0.88333,1,0.27031,0.000940855,0.000940855,0.000940855
46,138.023,0.09726,0.88333,1,0.21179,0.000924352,0.000924352,0.000924352
47,140.871,0.13938,0.9,1,0.20219,0.000907848,0.000907848,0.000907848
48,143.768,0.11868,0.9,1,0.22546,0.000891345,0.000891345,0.000891345
49,146.513,0.1151,0.86667,1,0.29812,0.000874842,0.000874842,0.000874842
50,149.259,0.15593,0.9,1,0.21118,0.000858338,0.000858338,0.000858338
51,151.904,0.10611,0.91667,1,0.17819,0.000841835,0.000841835,0.000841835
52,154.727,0.08209,0.93333,1,0.17776,0.000825332,0.000825332,0.000825332
53,157.586,0.09673,0.93333,1,0.21847,0.000808828,0.000808828,0.000808828
54,160.528,0.08491,0.91667,1,0.26712,0.000792325,0.000792325,0.000792325
55,163.2,0.10813,0.91667,1,0.28385,0.000775822,0.000775822,0.000775822
56,166.158,0.15625,0.88333,1,0.27917,0.000759318,0.000759318,0.000759318
57,169.012,0.06524,0.86667,1,0.31152,0.000742815,0.000742815,0.000742815
58,171.979,0.09974,0.9,1,0.30785,0.000726312,0.000726312,0.000726312
59,174.874,0.07958,0.86667,1,0.28806,0.000709809,0.000709809,0.000709809
60,177.663,0.09968,0.91667,1,0.26956,0.000693305,0.000693305,0.000693305
61,180.504,0.09656,0.9,1,0.30805,0.000676802,0.000676802,0.000676802
62,183.171,0.08501,0.88333,1,0.33564,0.000660299,0.000660299,0.000660299
63,185.863,0.12095,0.9,1,0.32657,0.000643795,0.000643795,0.000643795
64,188.717,0.05273,0.9,1,0.33224,0.000627292,0.000627292,0.000627292
65,191.489,0.11214,0.9,1,0.29767,0.000610789,0.000610789,0.000610789
66,194.281,0.05325,0.9,1,0.30271,0.000594286,0.000594286,0.000594286
67,197.083,0.07835,0.91667,1,0.29604,0.000577782,0.000577782,0.000577782
68,199.922,0.07178,0.88333,1,0.39898,0.000561279,0.000561279,0.000561279
69,203.005,0.02593,0.86667,1,0.40698,0.000544776,0.000544776,0.000544776
70,205.874,0.01408,0.88333,1,0.39015,0.000528272,0.000528272,0.000528272
71,208.654,0.03724,0.9,1,0.39526,0.000511769,0.000511769,0.000511769
72,211.547,0.05805,0.91667,1,0.32318,0.000495266,0.000495266,0.000495266
73,214.327,0.06218,0.91667,1,0.31011,0.000478762,0.000478762,0.000478762
74,217.13,0.03135,0.9,1,0.23433,0.000462259,0.000462259,0.000462259
75,220.457,0.02605,0.93333,1,0.21493,0.000445756,0.000445756,0.000445756
76,223.364,0.06492,0.93333,1,0.18136,0.000429253,0.000429253,0.000429253
77,226.199,0.07154,0.91667,1,0.17909,0.000412749,0.000412749,0.000412749
78,228.878,0.04448,0.91667,1,0.2541,0.000396246,0.000396246,0.000396246
79,231.904,0.08393,0.91667,1,0.25405,0.000379743,0.000379743,0.000379743
80,234.851,0.03443,0.91667,1,0.24487,0.000363239,0.000363239,0.000363239
81,237.696,0.07194,0.91667,1,0.28229,0.000346736,0.000346736,0.000346736
82,240.537,0.04156,0.88333,1,0.28462,0.000330233,0.000330233,0.000330233
83,243.573,0.07457,0.9,1,0.28353,0.000313729,0.000313729,0.000313729
84,246.592,0.03396,0.9,1,0.28119,0.000297226,0.000297226,0.000297226
85,249.724,0.03384,0.88333,1,0.28354,0.000280723,0.000280723,0.000280723
86,252.493,0.02551,0.88333,1,0.35378,0.00026422,0.00026422,0.00026422
87,255.535,0.028,0.9,1,0.35234,0.000247716,0.000247716,0.000247716
88,258.386,0.05806,0.9,1,0.35276,0.000231213,0.000231213,0.000231213
89,261.393,0.08854,0.88333,1,0.27026,0.00021471,0.00021471,0.00021471
90,264.294,0.03379,0.9,1,0.27704,0.000198206,0.000198206,0.000198206
91,267.241,0.06872,0.9,1,0.27368,0.000181703,0.000181703,0.000181703
92,270.14,0.03404,0.88333,1,0.28243,0.0001652,0.0001652,0.0001652
93,272.946,0.02669,0.88333,1,0.24462,0.000148696,0.000148696,0.000148696
94,275.844,0.03073,0.91667,1,0.24942,0.000132193,0.000132193,0.000132193
95,279.082,0.07113,0.9,1,0.26226,0.00011569,0.00011569,0.00011569
96,282.173,0.09445,0.91667,1,0.23906,9.91865e-05,9.91865e-05,9.91865e-05
97,285.313,0.03413,0.91667,1,0.23087,8.26832e-05,8.26832e-05,8.26832e-05
98,288.171,0.01196,0.91667,1,0.2506,6.61799e-05,6.61799e-05,6.61799e-05
99,291.378,0.05864,0.91667,1,0.27012,4.96766e-05,4.96766e-05,4.96766e-05
100,294.389,0.03427,0.9,1,0.29218,3.31733e-05,3.31733e-05,3.31733e-05
