epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,61673.4,0.41765,0.33859,1.07309,0.96614,0.96622,0.99005,0.9145,0.41037,0.28779,0.89854,0.00134,0.00134,0.00134
27,62881.4,0.42038,0.33127,1.0749,0.97955,0.97111,0.99255,0.90916,0.42762,0.26886,0.90354,0.0013136,0.0013136,0.0013136
28,64125.1,0.42125,0.33462,1.0785,0.97219,0.98649,0.9933,0.92633,0.4001,0.24952,0.87524,0.0012872,0.0012872,0.0012872
29,65364.8,0.42317,0.34027,1.08221,0.97689,0.97297,0.99265,0.91326,0.42096,0.28837,0.88912,0.0012608,0.0012608,0.0012608
30,66609.7,0.42113,0.32993,1.07539,0.99308,0.9703,0.99372,0.88856,0.46399,0.25872,0.94452,0.0012344,0.0012344,0.0012344
31,67852.2,0.40887,0.33252,1.0673,0.97895,0.97297,0.99298,0.91425,0.41856,0.26583,0.89804,0.001208,0.001208,0.001208
32,69097.9,0.40298,0.3218,1.06641,0.9722,0.98649,0.99386,0.92098,0.41528,0.25421,0.91792,0.0011816,0.0011816,0.0011816
33,70339.2,0.41369,0.32585,1.07309,0.99312,0.97521,0.99413,0.91704,0.43945,0.27387,0.91773,0.0011552,0.0011552,0.0011552
34,71610.3,0.40564,0.32276,1.06439,0.97811,0.98649,0.99385,0.92058,0.40541,0.23437,0.86289,0.0011288,0.0011288,0.0011288
35,72844.1,0.40969,0.32383,1.06842,0.99314,0.97793,0.99388,0.92239,0.41808,0.23929,0.87967,0.0011024,0.0011024,0.0011024
36,74096,0.402,0.31457,1.06361,0.98625,0.96622,0.99371,0.91861,0.39374,0.26478,0.87684,0.001076,0.001076,0.001076
37,76582.8,0.40023,0.31869,1.06335,0.99312,0.97513,0.99415,0.91741,0.40875,0.24936,0.88891,0.0010496,0.0010496,0.0010496
38,108720,0.3927,0.31424,1.05513,0.96046,1,0.99353,0.92765,0.41589,0.26112,0.8834,0.0010232,0.0010232,0.0010232
39,130332,0.40185,0.31595,1.06458,0.96729,0.99894,0.99366,0.92533,0.39421,0.24974,0.87714,0.0009968,0.0009968,0.0009968
40,131589,0.39737,0.30827,1.06103,0.97333,0.98649,0.99305,0.93032,0.39569,0.24757,0.87152,0.0009704,0.0009704,0.0009704
41,132819,0.39614,0.30476,1.0601,0.97148,0.99324,0.99353,0.92143,0.4075,0.25107,0.9068,0.000944,0.000944,0.000944
42,134050,0.38635,0.30388,1.05689,0.99628,0.97973,0.9946,0.90698,0.42761,0.2492,0.89977,0.0009176,0.0009176,0.0009176
43,135282,0.38955,0.30584,1.05396,0.98598,0.97973,0.99447,0.92895,0.38857,0.23531,0.85636,0.0008912,0.0008912,0.0008912
44,136511,0.38863,0.30089,1.05442,0.98645,0.98375,0.99392,0.92286,0.39787,0.23211,0.87379,0.0008648,0.0008648,0.0008648
45,137743,0.39055,0.30709,1.05378,0.97348,0.99191,0.9937,0.91702,0.40137,0.24586,0.8904,0.0008384,0.0008384,0.0008384
46,138965,0.37698,0.30123,1.0481,0.99098,0.97973,0.99412,0.93181,0.37369,0.21605,0.84597,0.000812,0.000812,0.000812
47,140197,0.37067,0.29474,1.04265,0.97907,0.98649,0.99398,0.92833,0.37641,0.2306,0.84846,0.0007856,0.0007856,0.0007856
48,141429,0.3673,0.29035,1.03924,0.97905,0.98649,0.99375,0.92482,0.3831,0.23549,0.86284,0.0007592,0.0007592,0.0007592
49,142653,0.37063,0.29435,1.04275,0.979,0.98649,0.99352,0.92018,0.38223,0.23867,0.87305,0.0007328,0.0007328,0.0007328
50,143885,0.3719,0.28323,1.04555,0.9917,0.97297,0.99352,0.92453,0.39973,0.22982,0.87689,0.0007064,0.0007064,0.0007064
51,145111,0.36614,0.29328,1.03781,0.97864,0.98649,0.99394,0.9269,0.38671,0.22398,0.8594,0.00068,0.00068,0.00068
52,146332,0.37381,0.29269,1.04343,0.97973,0.97981,0.99393,0.92653,0.39523,0.24307,0.85595,0.0006536,0.0006536,0.0006536
53,147562,0.36493,0.28286,1.03797,0.96509,0.98649,0.99277,0.92961,0.38382,0.22608,0.85953,0.0006272,0.0006272,0.0006272
54,148778,0.36567,0.28778,1.03733,0.96074,0.99205,0.99379,0.9299,0.37963,0.23751,0.84909,0.0006008,0.0006008,0.0006008
55,150003,0.3637,0.29024,1.03775,0.97331,0.98566,0.99392,0.93222,0.38341,0.22562,0.84928,0.0005744,0.0005744,0.0005744
56,151232,0.3596,0.28214,1.03325,0.97984,0.98502,0.99371,0.93737,0.3822,0.23407,0.84867,0.000548,0.000548,0.000548
57,152463,0.36025,0.27993,1.03441,0.97735,0.98649,0.99433,0.93591,0.35831,0.22873,0.84345,0.0005216,0.0005216,0.0005216
58,153684,0.35876,0.28201,1.03257,0.9735,0.99274,0.99413,0.92769,0.36662,0.22432,0.8453,0.0004952,0.0004952,0.0004952
59,154913,0.35455,0.27761,1.03125,0.96707,0.99222,0.99379,0.9363,0.37595,0.23035,0.85342,0.0004688,0.0004688,0.0004688
60,156141,0.34988,0.27649,1.02863,0.98648,0.98625,0.99336,0.93023,0.37322,0.22121,0.84441,0.0004424,0.0004424,0.0004424
61,157377,0.34796,0.26834,1.02709,0.98346,0.97297,0.99316,0.93533,0.37887,0.21437,0.85093,0.000416,0.000416,0.000416
62,158618,0.34567,0.27373,1.02342,0.97998,0.99246,0.99406,0.92749,0.39615,0.22981,0.85894,0.0003896,0.0003896,0.0003896
63,159851,0.33666,0.26586,1.0201,0.97836,0.98649,0.99371,0.93503,0.38308,0.22327,0.84918,0.0003632,0.0003632,0.0003632
64,166696,0.34022,0.26627,1.02325,0.97205,0.98649,0.99358,0.935,0.37607,0.21457,0.84205,0.0003368,0.0003368,0.0003368
65,167924,0.33365,0.26113,1.02125,0.97889,0.98649,0.9942,0.92695,0.37842,0.22626,0.85915,0.0003104,0.0003104,0.0003104
66,169159,0.26637,0.21569,1.00822,0.97616,0.98649,0.9931,0.91514,0.3826,0.23397,0.85963,0.000284,0.000284,0.000284
67,170366,0.24743,0.18224,0.98354,0.9847,0.98649,0.9937,0.93498,0.36203,0.22028,0.83612,0.0002576,0.0002576,0.0002576
68,171593,0.24827,0.18062,0.98392,0.98648,0.98566,0.9936,0.92187,0.37428,0.22275,0.85588,0.0002312,0.0002312,0.0002312
69,172866,0.24078,0.17709,0.99014,0.97333,0.98622,0.99348,0.92831,0.38676,0.22299,0.86134,0.0002048,0.0002048,0.0002048
70,174107,0.24036,0.1765,0.98068,0.97234,0.98649,0.99387,0.92283,0.39015,0.22159,0.8674,0.0001784,0.0001784,0.0001784
71,175346,0.23862,0.17268,0.97794,0.98633,0.97536,0.99381,0.92612,0.38224,0.2193,0.86096,0.000152,0.000152,0.000152
72,176592,0.23252,0.16606,0.96622,0.97881,0.98649,0.99394,0.92581,0.37084,0.2116,0.85598,0.0001256,0.0001256,0.0001256
73,177830,0.22783,0.16694,0.9674,0.97977,0.98192,0.99397,0.93164,0.37005,0.21829,0.84368,9.92e-05,9.92e-05,9.92e-05
74,179084,0.2303,0.16813,0.96052,0.9787,0.98649,0.99396,0.9331,0.36692,0.2146,0.84637,7.28e-05,7.28e-05,7.28e-05
75,180333,0.22656,0.16405,0.96356,0.97868,0.98649,0.99396,0.93447,0.36414,0.21102,0.84296,4.64e-05,4.64e-05,4.64e-05
