epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
42,123.938,0.07257,0.86667,1,0.39937,0.000990365,0.000990365,0.000990365
43,126.981,0.09381,0.88333,1,0.47355,0.000973861,0.000973861,0.000973861
44,130.218,0.06555,0.86667,1,0.53769,0.000957358,0.000957358,0.000957358
45,133.164,0.1299,0.85,1,0.56218,0.000940855,0.000940855,0.000940855
46,136.24,0.09865,0.83333,1,0.60512,0.000924352,0.000924352,0.000924352
47,139.136,0.1306,0.83333,1,0.70632,0.000907848,0.000907848,0.000907848
48,141.927,0.13462,0.83333,1,0.7287,0.000891345,0.000891345,0.000891345
49,144.803,0.14316,0.8,1,0.59075,0.000874842,0.000874842,0.000874842
50,147.556,0.17307,0.83333,1,0.61592,0.000858338,0.000858338,0.000858338
51,150.587,0.12715,0.81667,1,0.6754,0.000841835,0.000841835,0.000841835
52,153.409,0.10324,0.8,1,0.67115,0.000825332,0.000825332,0.000825332
53,156.313,0.12561,0.78333,1,0.6733,0.000808828,0.000808828,0.000808828
54,159.126,0.14804,0.81667,1,0.60299,0.000792325,0.000792325,0.000792325
55,161.92,0.08618,0.85,1,0.53647,0.000775822,0.000775822,0.000775822
56,164.778,0.11891,0.85,1,0.52962,0.000759318,0.000759318,0.000759318
57,167.553,0.06361,0.83333,1,0.46366,0.000742815,0.000742815,0.000742815
58,170.455,0.09228,0.81667,1,0.42162,0.000726312,0.000726312,0.000726312
59,173.33,0.0791,0.83333,1,0.4301,0.000709809,0.000709809,0.000709809
60,176.353,0.14012,0.83333,1,0.45509,0.000693305,0.000693305,0.000693305
61,179.292,0.10803,0.81667,1,0.51967,0.000676802,0.000676802,0.000676802
62,182.15,0.07304,0.83333,1,0.54383,0.000660299,0.000660299,0.000660299
63,184.871,0.14026,0.81667,1,0.50283,0.000643795,0.000643795,0.000643795
64,187.766,0.08092,0.83333,1,0.5776,0.000627292,0.000627292,0.000627292
65,190.489,0.12394,0.83333,1,0.55403,0.000610789,0.000610789,0.000610789
66,193.317,0.08413,0.83333,1,0.50734,0.000594286,0.000594286,0.000594286
67,196.111,0.07464,0.85,1,0.50383,0.000577782,0.000577782,0.000577782
68,198.897,0.04971,0.83333,1,0.48296,0.000561279,0.000561279,0.000561279
69,201.722,0.03443,0.85,1,0.48003,0.000544776,0.000544776,0.000544776
70,204.479,0.02041,0.86667,1,0.48168,0.000528272,0.000528272,0.000528272
71,207.285,0.03746,0.85,1,0.45693,0.000511769,0.000511769,0.000511769
72,210.189,0.1126,0.86667,1,0.43711,0.000495266,0.000495266,0.000495266
73,213.186,0.05715,0.85,1,0.39843,0.000478762,0.000478762,0.000478762
74,216.05,0.0481,0.86667,1,0.41905,0.000462259,0.000462259,0.000462259
75,219.01,0.02855,0.86667,1,0.50326,0.000445756,0.000445756,0.000445756
76,221.82,0.10119,0.86667,1,0.4873,0.000429253,0.000429253,0.000429253
77,224.688,0.05086,0.86667,1,0.44496,0.000412749,0.000412749,0.000412749
78,227.548,0.03938,0.86667,1,0.45945,0.000396246,0.000396246,0.000396246
79,230.465,0.07367,0.85,1,0.47992,0.000379743,0.000379743,0.000379743
80,233.203,0.03462,0.85,1,0.51168,0.000363239,0.000363239,0.000363239
81,236.237,0.09013,0.85,1,0.54512,0.000346736,0.000346736,0.000346736
82,239.212,0.05181,0.83333,1,0.53166,0.000330233,0.000330233,0.000330233
83,242.149,0.10661,0.83333,1,0.53028,0.000313729,0.000313729,0.000313729
84,245.301,0.02642,0.83333,1,0.46121,0.000297226,0.000297226,0.000297226
85,248.293,0.03113,0.81667,1,0.45733,0.000280723,0.000280723,0.000280723
86,251.361,0.02006,0.83333,1,0.48792,0.00026422,0.00026422,0.00026422
87,254.426,0.00773,0.83333,1,0.45505,0.000247716,0.000247716,0.000247716
88,257.371,0.10001,0.86667,1,0.53429,0.000231213,0.000231213,0.000231213
89,260.433,0.08269,0.85,1,0.45329,0.00021471,0.00021471,0.00021471
90,263.695,0.03945,0.85,1,0.4646,0.000198206,0.000198206,0.000198206
91,267.137,0.07068,0.85,1,0.44859,0.000181703,0.000181703,0.000181703
92,270.845,0.04772,0.86667,1,0.52636,0.0001652,0.0001652,0.0001652
93,275.252,0.05859,0.85,1,0.46685,0.000148696,0.000148696,0.000148696
94,278.505,0.0436,0.85,1,0.47632,0.000132193,0.000132193,0.000132193
95,281.225,0.07562,0.85,1,0.47668,0.00011569,0.00011569,0.00011569
96,283.944,0.10305,0.83333,1,0.47259,9.91865e-05,9.91865e-05,9.91865e-05
97,286.846,0.03102,0.85,1,0.45215,8.26832e-05,8.26832e-05,8.26832e-05
98,289.738,0.0239,0.83333,1,0.4545,6.61799e-05,6.61799e-05,6.61799e-05
99,292.767,0.03699,0.85,1,0.47844,4.96766e-05,4.96766e-05,4.96766e-05
100,295.637,0.05113,0.85,1,0.48713,3.31733e-05,3.31733e-05,3.31733e-05
