epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
61,1734.93,0.02354,0.90351,1,0.45436,0.000346736,0.000346736,0.000346736
62,1762.39,0.02485,0.90351,1,0.49706,0.000324732,0.000324732,0.000324732
63,1789.63,0.04296,0.90351,1,0.49358,0.000302727,0.000302727,0.000302727
64,1816.52,0.02154,0.88596,1,0.45462,0.000280723,0.000280723,0.000280723
65,1843.65,0.01859,0.91228,1,0.41874,0.000258718,0.000258718,0.000258718
66,1873.26,0.0314,0.90351,1,0.38804,0.000236714,0.000236714,0.000236714
67,1900.29,0.018,0.90351,1,0.49546,0.00021471,0.00021471,0.00021471
68,1927.53,0.02211,0.92105,1,0.53735,0.000192705,0.000192705,0.000192705
69,1954.66,0.03011,0.91228,1,0.42602,0.000170701,0.000170701,0.000170701
70,1982.2,0.03258,0.87719,1,0.4802,0.000148696,0.000148696,0.000148696
71,2010.59,0.02589,0.90351,1,0.43428,0.000126692,0.000126692,0.000126692
72,2037.81,0.01881,0.91228,1,0.43142,0.000104688,0.000104688,0.000104688
73,2064.9,0.02832,0.89474,1,0.53894,8.26832e-05,8.26832e-05,8.26832e-05
74,2091.84,0.03287,0.87719,1,0.50313,6.06788e-05,6.06788e-05,6.06788e-05
75,2119.05,0.02396,0.91228,1,0.46479,3.86744e-05,3.86744e-05,3.86744e-05
