epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
30,833.927,0.05231,0.86842,1,0.74225,0.0011884,0.0011884,0.0011884
31,860.605,0.06815,0.86842,1,0.83766,0.0011719,0.0011719,0.0011719
32,887.629,0.04226,0.83333,1,0.80042,0.0011554,0.0011554,0.0011554
33,914.476,0.07883,0.89474,1,0.46849,0.00113889,0.00113889,0.00113889
34,943.949,0.08063,0.90351,1,0.48294,0.00112239,0.00112239,0.00112239
35,971.685,0.06123,0.88596,1,0.6108,0.00110589,0.00110589,0.00110589
36,999.478,0.08883,0.92105,1,0.50524,0.00108938,0.00108938,0.00108938
37,1027.32,0.0768,0.86842,1,0.66132,0.00107288,0.00107288,0.00107288
38,1054.29,0.06148,0.88596,1,0.58976,0.00105638,0.00105638,0.00105638
39,1081.17,0.05989,0.87719,1,0.8362,0.00103987,0.00103987,0.00103987
40,1108.82,0.07184,0.87719,1,0.63987,0.00102337,0.00102337,0.00102337
41,1136.2,0.06609,0.90351,1,0.4163,0.00100687,0.00100687,0.00100687
42,1163.37,0.06029,0.91228,1,0.42384,0.000990365,0.000990365,0.000990365
43,1190.76,0.07033,0.87719,1,0.63974,0.000973861,0.000973861,0.000973861
44,1218.15,0.06991,0.83333,1,0.65092,0.000957358,0.000957358,0.000957358
45,1246.21,0.07288,0.87719,1,0.53542,0.000940855,0.000940855,0.000940855
46,1273.53,0.07302,0.88596,1,0.47953,0.000924352,0.000924352,0.000924352
47,1302.98,0.05233,0.87719,1,0.62612,0.000907848,0.000907848,0.000907848
48,1331.05,0.05812,0.87719,1,0.49123,0.000891345,0.000891345,0.000891345
49,1359.84,0.05429,0.90351,1,0.49799,0.000874842,0.000874842,0.000874842
50,1387.6,0.04602,0.89474,1,0.4864,0.000858338,0.000858338,0.000858338
51,1415.75,0.04906,0.91228,1,0.3572,0.000841835,0.000841835,0.000841835
52,1443.6,0.04697,0.90351,1,0.47462,0.000825332,0.000825332,0.000825332
53,1471.12,0.04973,0.87719,1,0.58679,0.000808828,0.000808828,0.000808828
54,1498.81,0.0395,0.90351,1,0.55081,0.000792325,0.000792325,0.000792325
55,1526.01,0.04628,0.90351,1,0.6523,0.000775822,0.000775822,0.000775822
56,1553.72,0.03647,0.86842,1,0.56119,0.000759318,0.000759318,0.000759318
57,1580.86,0.03912,0.86842,1,0.48698,0.000742815,0.000742815,0.000742815
58,1608.53,0.04202,0.90351,1,0.38493,0.000726312,0.000726312,0.000726312
59,1635.74,0.04155,0.88596,1,0.53531,0.000709809,0.000709809,0.000709809
60,1664,0.02969,0.91228,1,0.59862,0.000693305,0.000693305,0.000693305
61,1692.36,0.03309,0.90351,1,0.56738,0.000676802,0.000676802,0.000676802
62,1720.99,0.04312,0.91228,1,0.59438,0.000660299,0.000660299,0.000660299
63,1749.73,0.04448,0.87719,1,0.92763,0.000643795,0.000643795,0.000643795
64,1777.98,0.03378,0.92982,1,0.47413,0.000627292,0.000627292,0.000627292
65,1806.03,0.04845,0.92982,1,0.38367,0.000610789,0.000610789,0.000610789
66,1834.52,0.04399,0.91228,1,0.35856,0.000594286,0.000594286,0.000594286
67,1862.68,0.02229,0.88596,1,0.65524,0.000577782,0.000577782,0.000577782
68,1890.44,0.02131,0.89474,1,0.63428,0.000561279,0.000561279,0.000561279
69,1918.88,0.02694,0.91228,1,0.45682,0.000544776,0.000544776,0.000544776
70,1946.78,0.03101,0.91228,1,0.51132,0.000528272,0.000528272,0.000528272
71,1974.84,0.0254,0.91228,1,0.47184,0.000511769,0.000511769,0.000511769
72,2002.43,0.03006,0.90351,1,0.45899,0.000495266,0.000495266,0.000495266
73,2029.97,0.02458,0.90351,1,0.56328,0.000478762,0.000478762,0.000478762
74,2058.64,0.0201,0.89474,1,0.4854,0.000462259,0.000462259,0.000462259
75,2087.2,0.02071,0.88596,1,0.63254,0.000445756,0.000445756,0.000445756
76,2115.25,0.02342,0.88596,1,0.51699,0.000429253,0.000429253,0.000429253
77,2144.11,0.02509,0.89474,1,0.52806,0.000412749,0.000412749,0.000412749
78,2174.2,0.03083,0.86842,1,0.6686,0.000396246,0.000396246,0.000396246
79,2204.65,0.02667,0.88596,1,0.47773,0.000379743,0.000379743,0.000379743
80,2232.73,0.03174,0.88596,1,0.53826,0.000363239,0.000363239,0.000363239
81,2260.6,0.018,0.88596,1,0.49058,0.000346736,0.000346736,0.000346736
82,2290.18,0.01727,0.86842,1,0.65636,0.000330233,0.000330233,0.000330233
83,2318.55,0.02417,0.86842,1,0.57242,0.000313729,0.000313729,0.000313729
84,2345.64,0.01573,0.91228,1,0.55101,0.000297226,0.000297226,0.000297226
85,2372.24,0.03361,0.90351,1,0.46293,0.000280723,0.000280723,0.000280723
86,2398.86,0.01412,0.91228,1,0.56605,0.00026422,0.00026422,0.00026422
87,2425.84,0.02104,0.87719,1,0.57721,0.000247716,0.000247716,0.000247716
88,2453.11,0.00659,0.88596,1,0.53566,0.000231213,0.000231213,0.000231213
89,2480.9,0.02438,0.85965,1,0.67631,0.00021471,0.00021471,0.00021471
90,2508.25,0.02159,0.86842,1,0.69643,0.000198206,0.000198206,0.000198206
91,2535.79,0.03204,0.86842,1,0.68487,0.000181703,0.000181703,0.000181703
92,2562.72,0.01577,0.88596,1,0.51833,0.0001652,0.0001652,0.0001652
93,2589.88,0.01925,0.87719,1,0.53872,0.000148696,0.000148696,0.000148696
94,2617.09,0.01706,0.87719,1,0.66121,0.000132193,0.000132193,0.000132193
95,2644.04,0.01587,0.86842,1,0.6111,0.00011569,0.00011569,0.00011569
96,2671.2,0.01589,0.86842,1,0.69341,9.91865e-05,9.91865e-05,9.91865e-05
97,2698.38,0.01994,0.86842,1,0.69248,8.26832e-05,8.26832e-05,8.26832e-05
98,2725.68,0.01472,0.86842,1,0.60793,6.61799e-05,6.61799e-05,6.61799e-05
99,2753.41,0.03099,0.86842,1,0.59161,4.96766e-05,4.96766e-05,4.96766e-05
100,2780.46,0.01737,0.86842,1,0.64111,3.31733e-05,3.31733e-05,3.31733e-05
