epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
60,176.351,0.11184,0.86667,1,0.30955,0.000693305,0.000693305,0.000693305
61,179.361,0.13104,0.86667,1,0.3137,0.000676802,0.000676802,0.000676802
62,182.297,0.08282,0.88333,1,0.32445,0.000660299,0.000660299,0.000660299
63,185.484,0.14593,0.86667,1,0.3173,0.000643795,0.000643795,0.000643795
64,188.902,0.09974,0.85,1,0.37173,0.000627292,0.000627292,0.000627292
65,192.868,0.1488,0.81667,1,0.43427,0.000610789,0.000610789,0.000610789
66,196.302,0.07548,0.83333,1,0.45659,0.000594286,0.000594286,0.000594286
67,199.509,0.07744,0.83333,1,0.52355,0.000577782,0.000577782,0.000577782
68,202.712,0.07502,0.83333,1,0.56484,0.000561279,0.000561279,0.000561279
69,205.667,0.0688,0.85,1,0.58378,0.000544776,0.000544776,0.000544776
70,208.757,0.03463,0.83333,1,0.61565,0.000528272,0.000528272,0.000528272
71,211.782,0.07424,0.85,1,0.63233,0.000511769,0.000511769,0.000511769
72,214.786,0.11685,0.85,1,0.53294,0.000495266,0.000495266,0.000495266
73,217.793,0.05268,0.81667,1,0.52775,0.000478762,0.000478762,0.000478762
74,220.94,0.09011,0.81667,1,0.53781,0.000462259,0.000462259,0.000462259
75,223.914,0.13861,0.83333,1,0.61065,0.000445756,0.000445756,0.000445756
76,227.047,0.10952,0.83333,1,0.51774,0.000429253,0.000429253,0.000429253
77,229.933,0.07347,0.81667,1,0.45188,0.000412749,0.000412749,0.000412749
78,233.17,0.08798,0.85,1,0.41065,0.000396246,0.000396246,0.000396246
79,236.164,0.14632,0.86667,1,0.41663,0.000379743,0.000379743,0.000379743
80,239.079,0.02797,0.85,1,0.4751,0.000363239,0.000363239,0.000363239
81,242.039,0.07423,0.85,1,0.53238,0.000346736,0.000346736,0.000346736
82,245.063,0.0388,0.85,1,0.58276,0.000330233,0.000330233,0.000330233
83,248.096,0.0483,0.85,1,0.62513,0.000313729,0.000313729,0.000313729
84,251.023,0.04705,0.85,1,0.54143,0.000297226,0.000297226,0.000297226
85,253.879,0.04648,0.85,1,0.51953,0.000280723,0.000280723,0.000280723
86,256.801,0.0413,0.85,1,0.52821,0.00026422,0.00026422,0.00026422
87,259.861,0.02326,0.85,1,0.53555,0.000247716,0.000247716,0.000247716
88,262.811,0.14381,0.81667,1,0.65251,0.000231213,0.000231213,0.000231213
89,265.732,0.12575,0.83333,1,0.54032,0.00021471,0.00021471,0.00021471
90,268.937,0.05634,0.85,1,0.49996,0.000198206,0.000198206,0.000198206
91,272.245,0.04218,0.83333,1,0.49984,0.000181703,0.000181703,0.000181703
92,275.287,0.04673,0.83333,1,0.50735,0.0001652,0.0001652,0.0001652
93,278.518,0.09297,0.81667,1,0.45274,0.000148696,0.000148696,0.000148696
94,281.398,0.03748,0.81667,1,0.46883,0.000132193,0.000132193,0.000132193
95,284.319,0.10247,0.83333,1,0.48812,0.00011569,0.00011569,0.00011569
96,287.155,0.1043,0.81667,1,0.4689,9.91865e-05,9.91865e-05,9.91865e-05
97,290.107,0.02962,0.83333,1,0.41665,8.26832e-05,8.26832e-05,8.26832e-05
98,292.897,0.04235,0.83333,1,0.41897,6.61799e-05,6.61799e-05,6.61799e-05
99,295.61,0.02339,0.83333,1,0.47704,4.96766e-05,4.96766e-05,4.96766e-05
100,298.458,0.05476,0.83333,1,0.46206,3.31733e-05,3.31733e-05,3.31733e-05
